REGION,PROVINCIA,COMUNA,DISTRITO,COD_DISTRI,COD_LOCALI,COD_ENTIDA,CATEGORIA,PERSONAS,HOMBRES,MUJERES,DE_0_A_5_A,DE_6_A_14_,DE_15_A_64,DE_65_MAS_,INMIGRANTE,PUEBLOS_OR,VIVIENDAS_,VIVIENDAS1,VIV_OCUPAD,TOTAL_VIVI,TOT_HOGARE,CASA,DEPTO,VIV_INDIGE,CONVENTILL,MEDIAGUA,MOVIL,OTRA_VIV_P,VIV_HORMIG,VIV_ALBANI,VIV_TABIQU,VIV_TABI_1,VIV_ADOBE,VIV_PARED_,VIV_TEJAS_,VIV_LOSA_H,VIV_PLANCH,VIV_FONOLI,VIV_PAJA,VIV_TECHO_,VIV_SIN_TE,VIV_PARQUE,VIV_RADIER,VIV_BALDOS,VIV_CAPA_C,VIV_PISO_T,IND_MAT_AC,IND_MAT_RE,IND_MAT_IR,VIV_AGUA_R,VIV_AGUA_P,VIV_AGUA_C,VIV_AGUA_1,x,y
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,28,1,40,14,26,Indeterminado,10,24,Indeterminado,Indeterminado,Indeterminado,13,0,13,13,13,13,0,0,0,0,0,0,0,13,0,0,0,0,6,1,6,0,0,0,0,13,0,0,0,0,13,0,0,13,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,10,1,65,32,33,Indeterminado,9,50,Indeterminado,Indeterminado,6,19,0,19,19,20,19,0,0,0,0,0,0,0,19,0,0,0,0,1,0,18,0,0,0,0,19,0,0,0,0,19,0,0,19,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,20,1,94,49,45,Indeterminado,20,65,Indeterminado,0,4,27,0,26,27,26,27,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,26,0,0,26,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,46,1,195,92,103,22,28,141,4,7,8,60,0,58,60,58,60,0,0,0,0,0,0,1,57,0,0,0,0,0,8,50,0,0,0,0,58,0,0,0,0,58,0,0,58,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,41,1,122,58,64,15,18,81,8,0,16,49,0,43,49,43,49,0,0,0,0,0,0,8,35,0,0,0,0,3,0,40,0,0,0,0,43,0,0,0,0,43,0,0,43,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,11,1,46,23,23,Indeterminado,9,31,Indeterminado,0,Indeterminado,18,0,16,18,16,18,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,16,0,0,16,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,40,1,122,63,59,8,23,83,8,Indeterminado,5,44,0,39,44,39,44,0,0,0,0,0,0,11,27,1,0,0,0,8,0,31,0,0,0,0,39,0,0,0,0,39,0,0,39,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,38,1,121,60,61,19,13,78,11,4,6,40,0,40,40,41,40,0,0,0,0,0,0,1,39,0,0,0,0,2,0,38,0,0,0,0,39,0,1,0,0,39,1,0,40,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,37,1,105,47,58,13,14,73,5,0,4,35,0,34,35,34,35,0,0,0,0,0,0,0,34,0,0,0,0,3,0,30,0,0,1,0,33,0,0,0,0,32,0,1,34,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,21,1,113,49,64,10,15,76,12,0,4,33,0,32,33,32,33,0,0,0,0,0,0,0,32,0,0,0,0,9,0,23,0,0,0,0,30,0,0,0,0,30,0,0,32,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,36,1,108,50,58,20,Indeterminado,71,Indeterminado,Indeterminado,Indeterminado,32,0,32,32,32,32,0,0,0,0,0,0,0,32,0,0,0,0,7,0,25,0,0,0,0,32,0,0,0,0,32,0,0,32,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,35,1,92,46,46,10,10,62,10,Indeterminado,8,29,0,28,29,28,29,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0,28,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,71,1,31,14,17,Indeterminado,4,24,Indeterminado,Indeterminado,Indeterminado,11,0,9,11,9,10,0,0,0,0,1,0,5,4,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,0,0,9,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,47,1,59,29,30,Indeterminado,9,42,Indeterminado,0,7,21,0,19,21,19,21,0,0,0,0,0,0,1,18,0,0,0,0,0,0,19,0,0,0,0,18,0,1,0,0,18,1,0,19,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,34,1,88,44,44,5,10,69,4,Indeterminado,Indeterminado,31,0,30,31,30,31,0,0,0,0,0,0,0,30,0,0,0,0,2,0,28,0,0,0,0,30,0,0,0,0,30,0,0,30,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,25,1,126,57,69,4,12,104,6,0,10,46,0,44,46,44,46,0,0,0,0,0,0,2,42,0,0,0,0,9,0,35,0,0,0,0,43,0,1,0,0,43,1,0,44,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,1,1,113,52,61,8,6,87,12,Indeterminado,Indeterminado,37,0,33,37,33,37,0,0,0,0,0,0,3,30,0,0,0,0,30,0,3,0,0,0,0,32,0,1,0,0,32,1,0,33,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,75,1,41,19,22,0,4,33,4,Indeterminado,Indeterminado,18,0,14,18,14,18,0,0,0,0,0,0,1,0,9,3,1,0,0,0,14,0,0,0,0,14,0,0,0,0,10,4,0,14,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,22,1,81,38,43,8,11,57,5,Indeterminado,0,24,0,23,24,24,24,0,0,0,0,0,0,0,23,0,0,0,0,1,0,22,0,0,0,0,16,0,2,5,0,16,7,0,23,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,74,1,95,51,44,7,13,70,5,Indeterminado,16,30,0,30,30,32,28,0,0,0,2,0,0,0,3,23,3,1,0,0,0,28,2,0,0,0,26,4,0,0,0,21,9,0,28,2,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,72,1,100,48,52,Indeterminado,Indeterminado,80,12,Indeterminado,Indeterminado,31,0,30,31,31,31,0,0,0,0,0,0,20,3,7,0,0,0,30,0,0,0,0,0,0,28,0,2,0,0,28,2,0,30,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,23,1,81,32,49,5,13,59,4,Indeterminado,4,31,0,29,31,29,31,0,0,0,0,0,0,0,29,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,29,0,0,29,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,73,1,51,29,22,6,Indeterminado,39,Indeterminado,6,9,18,0,16,18,16,18,0,0,0,0,0,0,0,0,16,0,0,0,1,0,15,0,0,0,0,14,0,0,2,0,14,2,0,16,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,24,1,114,55,59,7,18,84,5,Indeterminado,5,35,0,35,35,35,35,0,0,0,0,0,0,4,31,0,0,0,0,15,0,20,0,0,0,0,35,0,0,0,0,35,0,0,35,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,49,1,85,39,46,13,15,57,0,0,Indeterminado,26,0,23,26,23,26,0,0,0,0,0,0,0,23,0,0,0,0,2,1,20,0,0,0,0,23,0,0,0,0,23,0,0,23,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,73,1,61,25,36,Indeterminado,Indeterminado,49,6,0,Indeterminado,25,0,22,25,22,25,0,0,0,0,0,0,17,4,1,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,22,0,0,22,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,59,1,38,20,18,Indeterminado,5,26,Indeterminado,0,4,14,0,13,14,13,14,0,0,0,0,0,0,2,11,0,0,0,0,1,1,11,0,0,0,0,13,0,0,0,0,13,0,0,13,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,31,1,105,48,57,7,13,77,8,0,12,33,0,31,33,31,33,0,0,0,0,0,0,5,26,0,0,0,0,2,1,28,0,0,0,0,24,0,7,0,0,24,7,0,31,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,2,1,222,104,118,9,36,158,19,5,18,67,0,66,67,67,67,0,0,0,0,0,0,6,59,1,0,0,0,58,1,7,0,0,0,0,66,0,0,0,0,66,0,0,64,0,1,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,50,1,74,36,38,9,Indeterminado,56,Indeterminado,Indeterminado,Indeterminado,24,0,22,24,22,24,0,0,0,0,0,0,1,21,0,0,0,0,4,0,18,0,0,0,0,20,0,2,0,0,20,2,0,22,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,32,1,29,13,16,Indeterminado,Indeterminado,22,Indeterminado,0,Indeterminado,10,0,9,10,9,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,8,0,1,0,0,8,1,0,9,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,11,1,9,5,4,0,Indeterminado,4,Indeterminado,0,0,5,0,4,5,4,5,0,0,0,0,0,0,0,2,1,0,1,0,1,0,3,0,0,0,0,4,0,0,0,0,3,1,0,3,1,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,7,1,87,42,45,7,13,58,9,0,6,30,0,28,30,29,29,0,0,0,0,0,1,0,5,21,2,0,0,0,0,28,0,0,0,0,25,3,0,0,0,23,5,0,28,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,6,1,78,37,41,6,11,51,10,Indeterminado,5,23,0,23,23,23,20,0,0,0,3,0,0,1,2,6,10,0,4,0,0,22,0,0,1,0,21,0,0,2,0,8,10,5,23,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,4,1,43,18,25,4,6,26,7,0,0,14,0,12,14,12,14,0,0,0,0,0,0,2,2,6,1,0,0,1,0,10,0,0,0,0,11,0,0,0,0,10,1,0,11,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,5,1,19,11,8,Indeterminado,Indeterminado,13,Indeterminado,0,Indeterminado,12,0,11,12,11,10,0,0,0,2,0,0,0,2,5,4,0,0,0,0,11,0,0,0,0,10,0,0,1,0,6,5,0,8,3,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,15,1,70,35,35,7,10,46,7,5,Indeterminado,17,0,17,17,20,17,0,0,0,0,0,0,0,5,8,3,1,0,1,0,16,0,0,0,0,16,1,0,0,0,12,5,0,17,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,5,1,69,29,40,6,11,46,6,Indeterminado,5,27,0,23,27,26,27,0,0,0,0,0,0,1,7,14,1,0,0,2,0,21,0,0,0,0,23,0,0,0,0,22,1,0,23,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,22,1,79,41,38,Indeterminado,12,58,Indeterminado,0,9,141,0,21,141,21,141,0,0,0,0,0,0,0,2,19,0,0,0,1,0,20,0,0,0,0,19,0,1,1,0,19,2,0,15,0,6,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,13,1,284,135,149,22,36,189,37,6,9,94,0,84,94,85,90,0,0,3,1,0,0,3,17,57,3,3,1,12,0,70,1,0,0,0,82,1,0,1,0,74,8,1,83,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,14,1,55,26,29,0,8,38,9,0,Indeterminado,17,0,16,17,16,17,0,0,0,0,0,0,1,0,13,2,0,0,1,0,15,0,0,0,0,12,0,4,0,0,10,6,0,15,1,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,18,1,29,14,15,Indeterminado,Indeterminado,22,Indeterminado,0,0,10,0,9,10,9,10,0,0,0,0,0,0,1,1,5,2,0,0,0,0,9,0,0,0,0,9,0,0,0,0,7,2,0,9,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,7,1,48,24,24,7,Indeterminado,35,Indeterminado,0,0,15,0,12,15,12,15,0,0,0,0,0,0,0,1,10,1,0,0,0,0,10,0,0,0,0,12,0,0,0,0,9,1,0,12,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,26,1,63,31,32,9,8,46,0,Indeterminado,Indeterminado,19,0,19,19,19,19,0,0,0,0,0,0,0,19,0,0,0,0,3,0,16,0,0,0,0,19,0,0,0,0,19,0,0,18,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,23,1,57,26,31,Indeterminado,8,39,Indeterminado,Indeterminado,Indeterminado,15,0,15,15,15,11,0,0,1,3,0,0,0,2,9,2,2,0,0,0,15,0,0,0,0,15,0,0,0,0,11,4,0,14,0,1,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,24,1,52,25,27,7,Indeterminado,40,Indeterminado,Indeterminado,0,20,0,17,20,17,20,0,0,0,0,0,0,16,1,0,0,0,0,1,0,16,0,0,0,0,17,0,0,0,0,17,0,0,17,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,27,1,30,18,12,Indeterminado,Indeterminado,22,5,0,Indeterminado,12,0,12,12,12,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,31,1,136,59,77,10,24,89,13,6,8,46,0,43,46,43,46,0,0,0,0,0,0,2,36,5,0,0,0,4,0,39,0,0,0,0,43,0,0,0,0,43,0,0,43,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,28,1,46,24,22,Indeterminado,8,34,Indeterminado,0,6,16,0,15,16,15,16,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,15,0,0,15,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,29,1,57,27,30,Indeterminado,7,40,Indeterminado,0,12,22,0,20,22,20,22,0,0,0,0,0,0,1,19,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,19,1,39,22,17,Indeterminado,5,30,Indeterminado,Indeterminado,0,14,0,12,14,12,13,0,0,0,1,0,0,1,1,7,1,1,0,2,0,8,0,0,1,0,11,0,0,0,0,8,2,1,11,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,18,1,152,73,79,13,17,107,15,Indeterminado,13,43,0,43,43,46,42,0,0,1,0,0,0,4,0,33,5,0,0,2,0,39,0,0,1,0,34,1,5,3,0,28,13,0,40,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,14,1,70,33,37,11,7,39,13,0,19,23,0,22,23,22,23,0,0,0,0,0,0,0,0,7,0,14,0,0,0,20,0,0,1,0,17,2,2,0,0,4,16,1,21,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,30,1,78,39,39,7,9,54,8,Indeterminado,9,26,0,25,26,25,26,0,0,0,0,0,0,0,25,0,0,0,0,1,0,24,0,0,0,0,24,0,1,0,0,24,1,0,25,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,13,1,10,6,4,0,Indeterminado,Indeterminado,4,0,4,4,0,4,4,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,12,1,37,16,21,4,5,23,5,Indeterminado,0,15,0,14,15,14,13,0,0,1,1,0,0,1,1,7,2,2,0,1,0,12,0,0,0,0,12,1,0,0,0,9,4,0,13,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,32,1,26,12,14,Indeterminado,Indeterminado,14,5,Indeterminado,4,10,0,7,10,7,10,0,0,0,0,0,0,2,4,1,0,0,0,4,1,2,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,15,1,53,25,28,Indeterminado,Indeterminado,35,10,0,Indeterminado,19,0,16,19,16,18,0,0,1,0,0,0,1,3,10,2,0,0,3,0,13,0,0,0,0,12,3,0,0,0,10,5,0,16,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,33,1,40,18,22,Indeterminado,Indeterminado,29,6,0,0,14,0,12,14,12,14,0,0,0,0,0,0,0,1,5,2,4,0,5,0,7,0,0,0,0,11,0,0,1,0,5,7,0,12,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,12,1,30,13,17,Indeterminado,Indeterminado,19,6,Indeterminado,0,9,0,9,9,9,9,0,0,0,0,0,0,0,3,3,1,1,1,0,0,9,0,0,0,0,7,0,2,0,0,4,4,1,9,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,20,1,71,33,38,10,8,45,8,0,6,20,0,20,20,20,20,0,0,0,0,0,0,2,3,12,3,0,0,0,0,20,0,0,0,0,18,0,2,0,0,15,5,0,16,4,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,21,1,39,21,18,Indeterminado,Indeterminado,27,5,0,13,11,0,10,11,10,11,0,0,0,0,0,0,1,6,2,1,0,0,0,0,10,0,0,0,0,9,0,0,1,0,8,2,0,10,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,22,1,11,Indeterminado,Indeterminado,Indeterminado,0,6,Indeterminado,0,0,5,0,4,5,4,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1,3,0,4,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,23,1,24,13,11,0,Indeterminado,16,Indeterminado,0,0,7,0,7,7,7,7,0,0,0,0,0,0,1,1,5,0,0,0,0,0,7,0,0,0,0,6,1,0,0,0,6,1,0,7,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,26,1,11,4,7,Indeterminado,0,7,Indeterminado,0,0,6,0,5,6,5,5,0,0,0,0,0,1,1,0,3,0,1,0,0,0,5,0,0,0,0,5,0,0,0,0,4,1,0,5,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,27,1,45,20,25,Indeterminado,8,28,Indeterminado,0,Indeterminado,13,0,11,13,11,11,0,0,0,2,0,0,0,3,4,1,3,0,0,0,11,0,0,0,0,11,0,0,0,0,7,4,0,11,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,41,1,70,28,42,Indeterminado,Indeterminado,47,15,4,Indeterminado,26,0,24,26,25,25,0,0,0,0,0,1,1,3,12,5,3,0,5,0,19,0,0,0,0,23,0,1,0,0,15,9,0,24,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,40,1,72,30,42,Indeterminado,Indeterminado,57,7,0,Indeterminado,20,0,17,20,17,20,0,0,0,0,0,0,4,2,10,1,0,0,1,1,15,0,0,0,0,9,1,7,0,0,8,9,0,15,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,36,1,44,23,21,Indeterminado,Indeterminado,31,8,5,0,15,0,13,15,13,15,0,0,0,0,0,0,0,3,8,2,0,0,0,0,13,0,0,0,0,12,1,0,0,0,10,3,0,13,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,35,1,24,13,11,0,Indeterminado,17,Indeterminado,Indeterminado,Indeterminado,10,0,9,10,9,10,0,0,0,0,0,0,0,8,1,0,0,0,1,0,8,0,0,0,0,8,0,1,0,0,8,1,0,9,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,34,1,34,15,19,Indeterminado,Indeterminado,25,5,4,0,11,0,10,11,10,11,0,0,0,0,0,0,0,5,5,0,0,0,5,0,5,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,33,1,29,12,17,Indeterminado,Indeterminado,21,Indeterminado,0,Indeterminado,14,0,11,14,11,12,0,0,0,0,0,2,1,2,8,0,0,0,4,0,7,0,0,0,0,11,0,0,0,0,11,0,0,10,0,1,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,30,1,16,9,7,0,Indeterminado,10,Indeterminado,Indeterminado,0,6,0,6,6,6,6,0,0,0,0,0,0,0,0,4,0,2,0,0,0,6,0,0,0,0,5,0,0,1,0,4,2,0,6,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,3,14,1,134,74,60,7,11,100,16,23,Indeterminado,44,0,38,44,42,41,0,0,2,1,0,0,0,6,25,7,0,0,3,0,35,0,0,0,0,32,3,2,1,0,28,10,0,37,1,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,42,1,117,56,61,Indeterminado,Indeterminado,81,26,Indeterminado,12,40,0,36,40,36,40,0,0,0,0,0,0,2,9,23,1,1,0,4,0,32,0,0,0,0,34,0,2,0,0,32,4,0,36,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,43,1,9,4,5,0,0,Indeterminado,Indeterminado,0,Indeterminado,6,0,5,6,5,6,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,0,0,0,0,4,0,1,0,0,4,1,0,5,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,44,1,10,Indeterminado,Indeterminado,Indeterminado,Indeterminado,8,0,0,Indeterminado,5,0,4,5,4,5,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,47,1,78,30,48,Indeterminado,Indeterminado,51,15,0,Indeterminado,24,0,24,24,24,24,0,0,0,0,0,0,3,5,12,2,2,0,3,0,21,0,0,0,0,23,0,1,0,0,19,5,0,24,0,0,0,,
